"Id","Mission","Sensor","Product","COLLECTION","Status","Start","Stop","Orbit","Track","Frame","Swath","Station","PASSTIME","Pass","SCENE_CENTER","FOOTPRINT","ACQUISITIONDESCRIPTOR","THUMBNAIL_URL","PRODUCT_TYPE","CLOUD_COVER_PERCENTAGE","SNOW_COVER_PERCENTAGE","IMAGE_QUALITY_DEGRATATION","Display","Mosaic"
"262","ENVISAT-1","ASAR/IM","ASA_IM__0P","ESA.EECF.ENVISAT_ASA_IMx_xS","Archived","2012-04-05 20:52:19.44","2012-04-05 20:52:38.75","52830","230","","I3","","871382/890690","A","52.99 12.87","52.49 13.66 52.34 12.49 53.48 12.08 53.63 13.27 52.49 13.66","ENVISAT-1-12040520521944-1931.ASA_IM__0P","http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20120405T205219440-20120405T205238750_A_T-XI0B.jpg","","","","","true","false"
"263","ENVISAT-1","ASAR/IM","ASA_IM__0P","ESA.EECF.ENVISAT_ASA_IMx_xS","Archived","2012-04-06 10:34:57.62","2012-04-06 10:39:21.04","52838","238","","I6","","2118148/2381577","D","45.76 -6.24","53.59 -4.78 53.48 -3.69 50.01 -4.65 46.47 -5.58 42.93 -6.44 39.38 -7.26 37.91 -7.59 38.03 -8.42 39.49 -8.1 43.04 -7.33 46.59 -6.52 50.13 -5.67 53.59 -4.78","ENVISAT-1-12040610345762-42342.ASA_IM__0P","http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20120406T103457620-20120406T103921040_D_T-XI0B.jpg","","","","","true","false"
"264","ENVISAT-1","ASAR/IM","ASA_IM__0P","ESA.EECF.ENVISAT_ASA_IMx_xS","Archived","2012-04-07 08:22:49.61","2012-04-07 08:24:54.07","52851","251","","I6","","2408908/2533368","D","32.67 25.11","36.41 25.49 36.3 26.3 32.86 25.56 29.3 24.81 28.92 24.72 29.04 23.98 29.42 24.06 32.98 24.79 36.41 25.49","ENVISAT-1-12040708224961-20446.ASA_IM__0P","http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20120407T082249610-20120407T082454070_D_T-XI0B.jpg","","","","","true","false"
"265","ENVISAT-1","ASAR/IM","ASA_IM__0P","ESA.EECF.ENVISAT_ASA_IMx_xS","Archived","2012-04-07 09:58:12.73","2012-04-07 09:58:43.53","52852","252","","I6","","2118148/2148943","D","52.63 4.7","53.59 4.41 53.48 5.5 51.66 4.98 51.77 3.93 53.59 4.41","ENVISAT-1-12040709581273-3080.ASA_IM__0P","http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20120407T095812730-20120407T095843530_D_T-XI0B.jpg","","","","","true","false"
"266","ENVISAT-1","ASAR/IM","ASA_IM__0P","ESA.EECF.ENVISAT_ASA_IMx_xS","Archived","2012-04-07 09:58:12.73","2012-04-07 09:59:02.35","52852","252","","I6","","2118148/2167763","D","52.07 4.55","53.59 4.41 53.48 5.5 50.55 4.68 50.66 3.64 53.59 4.41","ENVISAT-1-12040709581273-4962.ASA_IM__0P","http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20120407T095812730-20120407T095902350_D_T-XI0B.jpg","","","","","true","false"
"267","ENVISAT-1","ASAR/IM","ASA_IM__0P","ESA.EECF.ENVISAT_ASA_IMx_xS","Archived","2012-04-07 10:00:55.76","2012-04-07 10:05:00.09","52852","252","","I6","","2281173/2525503","D","36.69 0.9","43.97 2.06 43.86 2.97 40.56 2.2 37.01 1.4 33.45 0.62 29.89 -0.13 29.38 -0.24 29.5 -0.99 30.01 -0.88 33.57 -0.15 37.12 0.58 40.68 1.34 43.97 2.06","ENVISAT-1-12040710005576-40433.ASA_IM__0P","http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20120407T100055760-20120407T100500090_D_T-XI0B.jpg","","","","","true","false"
"268","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-01 09:20:17.88","2012-01-01 09:23:00.95","51458","151","","GM","","2462944/2626014","D","28.18 11.65","33.38 10.59 32.68 14.87 29.46 14.07 25.87 13.21 22.93 12.53 23.65 8.63 26.59 9.22 30.17 9.94 33.38 10.59","ENVISAT-1-12010109201788-24307.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120101T092017880-20120101T092300950_D_T-XG0B.jpg","","","","","true","false"
"269","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-01 20:20:50.83","2012-01-01 20:35:20.85","51464","157","","GM","","6012188/6882208","A","26.7 24.45","1.05 31.78 0.26 28.2 3.39 27.53 6.99 26.75 10.6 25.98 14.14 25.2 17.75 24.41 21.34 23.61 24.94 22.78 28.53 21.93 32.11 21.05 35.68 20.12 39.21 19.16 42.74 18.12 46.29 16.99 49.82 15.76 52.06 14.89 52.79 20.76 50.54 21.35 47 22.22 43.45 23.03 39.91 23.81 36.39 24.56 32.81 25.3 29.24 26.03 25.66 26.75 22.07 27.46 18.48 28.18 14.89 28.9 11.36 29.62 7.76 30.36 4.17 31.12 1.05 31.78","ENVISAT-1-12010120205083-143002.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120101T202050830-20120101T203520850_A_T-XG0B.jpg","","","","","true","false"
"270","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-01 22:02:00.76","2012-01-01 22:13:17.42","51466","159","","GM","","54287/730947","A","24.26 -0.07","4.42 6.01 3.64 2.42 6.99 1.7 10.6 0.93 14.14 0.15 17.75 -0.64 21.34 -1.44 24.94 -2.27 28.53 -3.12 32.11 -4 35.68 -4.93 39.21 -5.89 42.74 -6.93 43.97 -7.31 44.68 -2.31 43.45 -2.02 39.91 -1.24 36.39 -0.49 32.81 0.25 29.24 0.98 25.66 1.7 22.07 2.41 18.48 3.13 14.89 3.85 11.36 4.57 7.76 5.31 4.42 6.01","ENVISAT-1-12010122020076-111666.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120101T220200760-20120101T221317420_A_T-XG0B.jpg","","","","","true","false"
"271","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-01 22:14:49.74","2012-01-01 22:17:20.72","51466","159","","GM","","823267/974247","A","54.25 -7.86","50.14 -3.6 49.42 -9.15 52.75 -10.43 56.26 -11.96 58.24 -12.94 59.03 -6.08 57.02 -5.46 53.49 -4.46 50.14 -3.6","ENVISAT-1-12010122144974-23098.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120101T221449740-20120101T221720720_A_T-XG0B.jpg","","","","","true","false"
"272","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-02 08:45:18.99","2012-01-02 08:57:48.16","51472","165","","GM","","2568870/3318040","D","4.32 15.76","27.07 18.5 26.35 22.52 22.88 21.71 19.28 20.9 15.68 20.1 12.12 19.32 8.53 18.55 4.92 17.77 1.32 16.99 -2.29 16.2 -5.89 15.41 -9.5 14.6 -13.09 13.77 -16.63 12.93 -18.48 12.47 -17.59 8.72 -15.75 9.21 -12.24 10.11 -8.66 10.98 -5.07 11.82 -1.48 12.63 2.11 13.41 5.7 14.18 9.3 14.92 12.87 15.66 16.42 16.37 20.01 17.09 23.6 17.81 27.07 18.5","ENVISAT-1-12010208451899-122917.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120102T084518990-20120102T085748160_D_T-XG0B.jpg","","","","","true","false"
"273","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-02 10:24:08.97","2012-01-02 10:26:58.07","51473","166","","GM","","2484954/2654054","D","26.68 -4.56","32.07 -5.55 31.36 -1.33 28.26 -2.09 24.67 -2.93 21.25 -3.72 21.98 -7.58 25.39 -6.89 28.98 -6.17 32.07 -5.55","ENVISAT-1-12010210240897-24910.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120102T102408970-20120102T102658070_D_T-XG0B.jpg","","","","","true","false"
"274","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-02 21:26:15.83","2012-01-02 21:34:37.26","51480","173","","GM","","114183/615613","A","22.61 9.46","8.01 14.43 7.24 10.82 10.6 10.11 14.14 9.33 17.75 8.54 21.34 7.74 24.94 6.91 28.53 6.06 32.11 5.18 35.68 4.25 37.2 3.84 37.9 8.36 36.39 8.69 32.81 9.43 29.24 10.16 25.66 10.88 22.07 11.59 18.48 12.31 14.89 13.03 11.36 13.75 8.01 14.43","ENVISAT-1-12010221261583-82143.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120102T212615830-20120102T213437260_A_T-XG0B.jpg","","","","","true","false"
"275","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-02 21:36:42.67","2012-01-02 21:38:31.35","51480","173","","GM","","741023/849703","A","48.17 3.28","45.28 6.74 44.57 1.68 48.05 0.52 50.97 -0.55 51.7 5.18 48.77 5.92 45.28 6.74","ENVISAT-1-12010221364267-14868.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120102T213642670-20120102T213831350_A_T-XG0B.jpg","","","","","true","false"
"276","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-03 09:48:10.22","2012-01-03 09:51:35.59","51487","180","","GM","","2531081/2736451","D","22.84 3.81","29.32 3.09 28.61 7.18 25.27 6.39 21.68 5.57 18.08 4.76 16.31 4.36 17.05 0.62 18.82 0.98 22.41 1.7 25.99 2.42 29.32 3.09","ENVISAT-1-12010309481022-32537.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120103T094810220-20120103T095135590_D_T-XG0B.jpg","","","","","true","false"
"277","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-03 20:38:43.04","2012-01-03 20:56:32.45","51493","186","","GM","","5480175/6549585","A","0.83 23.27","-30.48 33.46 -31.47 29.31 -28.29 28.39 -24.72 27.41 -21.15 26.48 -17.56 25.59 -13.97 24.73 -10.43 23.91 -6.83 23.09 -3.23 22.29 0.38 21.5 3.99 20.72 7.59 19.94 11.2 19.16 14.74 18.39 18.35 17.6 21.94 16.79 25.54 15.96 29.12 15.11 32.44 14.28 33.14 18.55 29.83 19.23 26.25 19.95 22.67 20.66 19.08 21.38 15.49 22.1 11.96 22.82 8.36 23.56 4.77 24.31 1.17 25.08 -2.42 25.87 -6.01 26.69 -9.59 27.53 -13.11 28.4 -16.68 29.32 -20.24 30.29 -23.79 31.32 -27.33 32.41 -30.48 33.46","ENVISAT-1-12010320384304-174941.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120103T203843040-20120103T205632450_A_T-XG0B.jpg","","","","","true","false"
"278","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-03 20:59:28.82","2012-01-03 21:01:53.76","51494","187","","GM","","712020/856960","A","47.52 12.66","43.56 16.32 42.85 11.4 46.29 10.31 49.82 9.08 51.4 8.47 52.13 14.26 50.54 14.67 47 15.54 43.56 16.32","ENVISAT-1-12010320592882-22494.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120103T205928820-20120103T210153760_A_T-XG0B.jpg","","","","","true","false"
"279","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-03 22:29:01.76","2012-01-03 22:37:59.45","51495","188","","GM","","71094/608784","A","21.11 -6.08","5.43 -0.9 4.65 -4.49 8.19 -5.25 11.8 -6.03 15.35 -6.8 18.95 -7.59 22.54 -8.41 26.13 -9.24 29.72 -10.1 33.3 -10.99 36.79 -11.92 37.49 -7.42 34.01 -6.69 30.43 -5.95 26.85 -5.23 23.27 -4.51 19.68 -3.8 16.09 -3.08 12.56 -2.36 8.96 -1.63 5.43 -0.9","ENVISAT-1-12010322290176-85769.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120103T222901760-20120103T223759450_A_T-XG0B.jpg","","","","","true","false"
"280","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-04 09:10:30.16","2012-01-04 09:16:56.79","51501","194","","GM","","2475867/2862497","D","20.72 12.54","32.61 12.95 31.9 17.18 28.86 16.44 25.27 15.58 21.68 14.76 18.08 13.95 14.48 13.16 10.94 12.39 8.79 11.92 9.56 8.29 11.69 8.74 15.23 9.45 18.82 10.17 22.41 10.89 25.99 11.61 29.57 12.33 32.61 12.95","ENVISAT-1-12010409103016-62663.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120104T091030160-20120104T091656790_D_T-XG0B.jpg","","","","","true","false"
"281","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-04 10:50:09.20","2012-01-04 10:54:34.98","51502","195","","GM","","2441031/2706811","D","26.42 -11.3","34.69 -11.69 33.98 -7.35 30.65 -8.18 27.07 -9.05 23.48 -9.89 19.88 -10.71 18.08 -11.11 18.82 -14.89 20.61 -14.53 24.2 -13.81 27.78 -13.09 31.36 -12.37 34.69 -11.69","ENVISAT-1-12010410500920-42578.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120104T105009200-20120104T105434980_D_T-XG0B.jpg","","","","","true","false"
"282","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-04 20:12:27.16","2012-01-04 20:25:20.50","51508","201","","GM","","95256/868596","A","29.6 26.32","6.87 33.05 6.1 29.45 9.4 28.74 13 27.96 16.55 27.19 20.15 26.39 23.74 25.57 27.33 24.73 30.91 23.86 34.49 22.95 38.06 21.99 41.56 20.99 45.11 19.89 48.64 18.69 52.08 17.4 52.81 23.27 49.36 24.16 45.82 25 42.26 25.81 38.76 26.57 35.2 27.32 31.62 28.05 28.05 28.78 24.46 29.5 20.88 30.21 17.29 30.93 13.75 31.64 10.16 32.38 6.87 33.05","ENVISAT-1-12010420122716-125334.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120104T201227160-20120104T202520500_A_T-XG0B.jpg","","","","","true","false"
"283","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-04 21:52:04.82","2012-01-04 22:02:21.06","51509","202","","GM","","59030/675270","A","22.74 2.75","4.71 8.45 3.93 4.86 6.99 4.2 10.6 3.43 14.14 2.65 17.75 1.86 21.34 1.06 24.94 0.23 28.53 -0.62 32.11 -1.5 35.68 -2.43 39.21 -3.39 40.68 -3.82 41.39 0.94 39.91 1.26 36.39 2.01 32.81 2.75 29.24 3.48 25.66 4.2 22.07 4.91 18.48 5.63 14.89 6.35 11.36 7.07 7.76 7.81 4.71 8.45","ENVISAT-1-12010421520482-101624.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120104T215204820-20120104T220221060_A_T-XG0B.jpg","","","","","true","false"
"284","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-05 08:35:06.23","2012-01-05 08:48:53.95","51515","208","","GM","","2556833/3384553","D","2.68 17.91","27.78 21.15 27.07 25.19 24.08 24.49 20.48 23.67 16.88 22.87 13.28 22.08 9.73 21.31 6.13 20.53 2.52 19.75 -1.09 18.97 -4.69 18.18 -8.3 17.37 -11.9 16.55 -15.43 15.72 -19.02 14.84 -22.45 13.97 -21.53 10.13 -18.13 11.08 -14.56 12.02 -11.04 12.9 -7.46 13.76 -3.88 14.59 -0.29 15.39 3.3 16.17 6.9 16.93 10.49 17.67 14.03 18.39 17.62 19.11 21.21 19.83 24.8 20.55 27.78 21.15","ENVISAT-1-12010508350623-134772.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120105T083506230-20120105T084853950_D_T-XG0B.jpg","","","","","true","false"
"285","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-05 10:09:03.40","2012-01-05 10:10:27.91","51516","209","","GM","","2180117/2264627","D","47.27 3","50.09 0.95 49.37 6.5 46.03 5.34 44.39 4.81 45.1 -0.24 46.74 0.14 50.09 0.95","ENVISAT-1-12010510090340-12451.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120105T100903400-20120105T101027910_D_T-XG0B.jpg","","","","","true","false"
"286","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-05 10:14:28.09","2012-01-05 10:17:35.32","51516","209","","GM","","2504807/2692037","D","24.96 -2.42","30.88 -3.28 30.17 0.89 27.07 0.14 23.48 -0.7 19.88 -1.52 18.97 -1.73 19.71 -5.53 20.61 -5.34 24.2 -4.62 27.78 -3.9 30.88 -3.28","ENVISAT-1-12010510142809-30723.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120105T101428090-20120105T101735320_D_T-XG0B.jpg","","","","","true","false"
"287","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-05 19:44:33.21","2012-01-05 19:48:34.82","51522","215","","GM","","626223/867833","A","45.31 31.66","38.53 35.8 37.83 31.24 40.96 30.35 44.51 29.27 48.05 28.09 51.58 26.79 52.04 26.6 52.77 32.47 52.31 32.6 48.77 33.49 45.22 34.33 41.67 35.13 38.53 35.8","ENVISAT-1-12010519443321-40161.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120105T194433210-20120105T194834820_A_T-XG0B.jpg","","","","","true","false"
"288","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-05 21:15:50.02","2012-01-05 21:23:41.25","51523","216","","GM","","89117/560347","A","20.2 12.49","6.5 17.26 5.73 13.66 8.8 13 12.4 12.22 15.95 11.45 19.55 10.65 23.14 9.84 26.73 9 30.32 8.14 33.89 7.23 33.91 7.22 34.62 11.56 34.6 11.57 31.03 12.3 27.45 13.03 23.87 13.75 20.28 14.46 16.69 15.18 13.15 15.9 9.56 16.63 6.5 17.26","ENVISAT-1-12010521155002-75123.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120105T211550020-20120105T212341250_A_T-XG0B.jpg","","","","","true","false"
"289","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-05 21:26:54.40","2012-01-05 21:28:31.00","51523","216","","GM","","753497/850097","A","48.55 5.67","46.02 9.08 45.31 3.95 48.64 2.82 50.99 1.95 51.72 7.68 49.36 8.29 46.02 9.08","ENVISAT-1-12010521265440-13660.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120105T212654400-20120105T212831000_A_T-XG0B.jpg","","","","","true","false"
"290","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-06 09:36:57.41","2012-01-06 09:44:06.34","51530","223","","GM","","2459044/2887974","D","20.46 5.8","33.61 6.46 32.91 10.75 29.46 9.89 25.87 9.03 22.28 8.2 18.68 7.39 15.08 6.6 11.54 5.83 7.93 5.05 7.26 4.9 8.03 1.29 8.7 1.43 12.29 2.17 15.82 2.88 19.42 3.6 23 4.32 26.59 5.04 30.17 5.76 33.61 6.46","ENVISAT-1-12010609365741-70893.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120106T093657410-20120106T094406340_D_T-XG0B.jpg","","","","","true","false"
"291","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-06 20:29:56.18","2012-01-06 20:46:27.04","51536","229","","GM","","5554138/6544998","A","2.91 25.33","-26.13 34.54 -27.08 30.56 -23.53 29.61 -19.95 28.69 -16.37 27.81 -12.77 26.96 -9.23 26.14 -5.63 25.33 -2.03 24.54 1.58 23.75 5.19 22.97 8.8 22.19 12.4 21.41 15.95 20.64 19.55 19.84 23.14 19.03 26.73 18.19 30.32 17.33 32.17 16.86 32.87 21.11 31.03 21.49 27.45 22.22 23.87 22.94 20.28 23.65 16.69 24.37 13.15 25.09 9.56 25.82 5.97 26.57 2.37 27.33 -1.22 28.12 -4.81 28.92 -8.4 29.76 -11.92 30.61 -15.49 31.52 -19.05 32.47 -22.61 33.48 -26.13 34.54","ENVISAT-1-12010620295618-163086.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120106T202956180-20120106T204627040_A_T-XG0B.jpg","","","","","true","false"
"292","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-06 20:50:28.13","2012-01-06 20:51:52.65","51537","230","","GM","","772153/856673","A","49.3 14.65","47.12 18.01 46.41 12.77 49.82 11.59 51.38 10.99 52.11 16.77 50.54 17.18 47.12 18.01","ENVISAT-1-12010620502813-12452.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120106T205028130-20120106T205152650_A_T-XG0B.jpg","","","","","true","false"
"293","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-06 22:19:10.57","2012-01-06 22:29:38.90","51538","231","","GM","","80717/709047","A","24.4 -4.28","6.01 1.5 5.23 -2.1 8.8 -2.87 12.4 -3.65 15.95 -4.42 19.55 -5.22 23.14 -6.03 26.73 -6.87 30.32 -7.73 33.89 -8.64 37.46 -9.59 40.96 -10.58 42.68 -11.1 43.39 -6.19 41.67 -5.8 38.17 -5.05 34.6 -4.3 31.03 -3.57 27.45 -2.84 23.87 -2.12 20.28 -1.41 16.69 -0.69 13.15 0.03 9.56 0.76 6.01 1.5","ENVISAT-1-12010622191057-102833.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120106T221910570-20120106T222938900_A_T-XG0B.jpg","","","","","true","false"
"294","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-07 10:42:00.81","2012-01-07 10:43:37.41","51545","238","","GM","","2553474/2650074","D","24.76 -9.16","27.98 -10.55 27.27 -6.51 24.08 -7.25 21.49 -7.85 22.22 -11.71 24.8 -11.19 27.98 -10.55","ENVISAT-1-12010710420081-13660.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120107T104200810-20120107T104337410_D_T-XG0B.jpg","","","","","true","false"
"295","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-07 19:57:15.88","2012-01-07 20:09:02.75","51550","243","","GM","","5798795/6505665","A","9.07 33.22","-11.62 39.72 -12.47 36.08 -9.23 35.33 -5.63 34.52 -2.03 33.73 1.58 32.94 5.19 32.16 8.8 31.38 12.4 30.6 15.95 29.83 19.55 29.03 23.14 28.22 26.73 27.38 29.82 26.63 30.53 30.78 27.45 31.41 23.87 32.13 20.28 32.84 16.69 33.56 13.15 34.28 9.56 35.01 5.97 35.76 2.37 36.52 -1.22 37.31 -4.81 38.11 -8.4 38.95 -11.62 39.72","ENVISAT-1-12010719571588-114687.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120107T195715880-20120107T200902750_A_T-XG0B.jpg","","","","","true","false"
"296","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-07 20:12:29.87","2012-01-07 20:15:18.98","51551","244","","GM","","698850/867960","A","47.46 24.38","42.79 28.19 42.08 23.34 45.11 22.4 48.64 21.2 52.04 19.92 52.77 25.79 49.36 26.67 45.82 27.51 42.79 28.19","ENVISAT-1-12010720122987-24911.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120107T201229870-20120107T201518980_A_T-XG0B.jpg","","","","","true","false"
"297","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-07 21:42:36.59","2012-01-07 21:54:05.33","51552","245","","GM","","91684/780424","A","26.86 4.38","6.66 10.54 5.89 6.94 9.4 6.19 13 5.41 16.55 4.64 20.15 3.84 23.74 3.02 27.33 2.18 30.91 1.31 34.49 0.4 38.06 -0.56 41.56 -1.56 45.11 -2.66 46.9 -3.25 47.61 2.03 45.82 2.45 42.26 3.26 38.76 4.02 35.2 4.77 31.62 5.5 28.05 6.23 24.46 6.95 20.88 7.66 17.29 8.38 13.75 9.09 10.16 9.83 6.66 10.54","ENVISAT-1-12010721423659-112874.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120107T214236590-20120107T215405330_A_T-XG0B.jpg","","","","","true","false"
"298","ENVISAT-1","ASAR/GM","ASA_GM1_1P","ESA.EECF.ENVISAT_ASA_GMI_1S","Archived","2012-01-07 21:55:44.83","2012-01-07 21:57:27.47","51552","245","","GM","","879924/982564","A","56.17 -3.54","53.48 0.55 52.74 -5.42 55.67 -6.68 58.72 -8.18 59.52 -1.22 56.43 -0.27 53.48 0.55","ENVISAT-1-12010721554483-14264.ASA_GM1_1P","http://eoliserv.eo.esa.int/browse/ASARz0GM/ASA_GM1_1P/ENVISAT_1/20120107T215544830-20120107T215727470_A_T-XG0B.jpg","","","","","true","false"
